cid,pid,rank
c2023,p12,3
c2023,p346,4
c2023,p460,5
c2023,p909,6
c2023,p396,7
c2023,p1006,8
c2023,p311,9
c2023,p356,10
c2023,p318,11
c2023,p310,12
c2023,p908,13
c2023,p46,14
c2023,p3535,15
c2023,p315,16
c2023,p319,17
c2023,p366,18
c2023,p322,19
c2023,p786,20
c2024,p3438,1
c2024,p2640,2
c2024,p76,3
c2024,p136,4
c2024,p70,5
c2024,p349,6
c2024,p166,7
c2024,p131,8
c2024,p337,9
c2024,p0,10
c2024,p463,11
c2024,p3155,12
c2024,p980,13
c2024,p1219,14
c2024,p78,15
c2024,p3229,16
c2024,p3299,17
c2024,p2852,18
c2024,p1853,19
c2024,p878,20
c2025,p454,1
c2025,p635,2
c2025,p134,3
c2025,p272,4
c2025,p922,5
c2025,p128,6
c2025,p283,7
c2025,p423,8
c2025,p282,9
c2025,p0,10
c2025,p237,11
c2025,p1675,12
c2025,p719,13
c2025,p1076,14
c2025,p2250,15
c2025,p324,16
c2025,p1185,17
c2025,p58,18
c2025,p845,19
c2025,p846,20
c2026,p1436,1
c2026,p2640,2
c2026,p809,3
c2026,p325,4
c2026,p240,5
c2026,p159,6
c2026,p124,7
c2026,p469,8
c2026,p2058,9
c2026,p503,10
c2026,p602,11
c2026,p808,12
c2026,p327,13
c2026,p392,14
c2026,p1033,15
c2026,p580,16
c2026,p326,17
c2026,p828,18
c2026,p26,19
c2026,p2975,20
c2027,p2987,1
c2027,p75,2
c2027,p60,3
c2027,p80,4
c2027,p46,5
c2027,p2865,6
c2027,p242,7
c2027,p240,8
c2027,p337,9
c2027,p677,10
c2027,p2866,11
c2027,p1027,12
c2027,p631,13
c2027,p2685,14
c2027,p76,15
c2027,p2668,16
c2027,p632,17
c2027,p907,18
c2027,p3192,19
c2027,p177,20
c2028,p1245,1
c2028,p282,2
c2028,p502,3
c2028,p1079,4
c2028,p851,5
c2028,p285,6
c2028,p221,7
c2028,p89,8
c2028,p575,9
c2028,p1868,10
c2028,p3531,11
c2028,p3777,12
c2028,p1498,13
c2028,p659,14
c2028,p863,15
c2028,p52,16
c2028,p3065,17
c2028,p416,18
c2028,p335,19
c2028,p214,20
c2029,p303,1
c2029,p34,2
c2029,p2987,3
c2029,p3698,4
c2029,p764,5
c2029,p3390,6
c2029,p66,7
c2029,p241,8
c2029,p124,9
c2029,p850,10
c2029,p271,11
c2029,p68,12
c2029,p1233,13
c2029,p80,14
c2029,p46,15
c2029,p3389,16
c2029,p3183,17
c2029,p793,18
c2029,p3136,19
c2029,p1800,20
c203,p285,1
c203,p454,2
c203,p604,3
c203,p484,4
c203,p0,5
c203,p3116,6
c203,p128,7
c203,p21,8
c203,p283,9
c203,p2948,10
c203,p3183,11
c203,p344,12
c203,p3014,13
c203,p635,14
c203,p55,15
c203,p2057,16
c203,p557,17
c203,p17,18
c203,p134,19
c203,p54,20
c2030,p3405,1
c2030,p892,2
c2030,p168,3
c2030,p58,4
c2030,p2903,5
c2030,p719,6
c2030,p546,7
c2030,p1219,8
c2030,p917,9
c2030,p3112,10
c2030,p2636,11
c2030,p2928,12
c2030,p3396,13
c2030,p1041,14
c2030,p3119,15
c2030,p922,16
c2030,p3168,17
c2030,p3211,18
c2030,p716,19
c2030,p1225,20
c2031,p264,1
c2031,p3140,2
c2031,p1225,3
c2031,p69,4
c2031,p318,5
c2031,p294,6
c2031,p117,7
c2031,p877,8
c2031,p346,9
c2031,p319,10
c2031,p1017,11
c2031,p787,12
c2031,p2640,13
c2031,p124,14
c2031,p70,15
c2031,p337,16
c2031,p878,17
c2031,p283,18
c2031,p76,19
c2031,p429,20
c2032,p55,1
c2032,p54,2
c2032,p1112,3
c2032,p3391,4
c2032,p2902,5
c2032,p659,6
c2032,p1750,7
c2032,p52,8
c2032,p18,9
c2032,p9,10
c2032,p1074,11
c2032,p917,12
c2032,p635,13
c2032,p852,14
c2032,p3392,15
c2032,p1132,16
c2032,p134,17
c2032,p53,18
c2032,p500,19
c2032,p3267,20
c2034,p2868,1
c2034,p242,2
c2034,p2985,3
c2034,p2873,4
c2034,p3390,5
c2034,p75,6
c2034,p968,7
c2034,p2987,8
c2034,p2988,9
c2034,p620,10
c2034,p60,11
c2034,p1042,12
c2034,p544,13
c2034,p292,14
c2034,p62,15
c2034,p543,16
c2034,p3697,17
c2034,p640,18
c2034,p303,19
c2034,p349,20
c2035,p20,1
c2035,p1658,2
c2035,p91,3
c2035,p287,4
c2035,p676,5
c2035,p188,6
c2035,p3077,7
c2035,p1627,8
c2035,p3440,9
c2035,p674,10
c2035,p2668,11
c2035,p1038,12
c2035,p602,13
c2035,p286,14
c2035,p170,15
c2035,p169,16
c2035,p156,17
c2035,p194,18
c2035,p3467,19
c2035,p2866,20
c2036,p693,1
c2036,p39,2
c2036,p286,3
c2036,p792,4
c2036,p2120,5
c2036,p216,6
c2036,p1219,7
c2036,p1038,8
c2036,p1110,9
c2036,p1658,10
c2036,p20,11
c2036,p791,12
c2036,p2950,13
c2036,p156,14
c2036,p3082,15
c2036,p3035,16
c2036,p3019,17
c2036,p1629,18
c2036,p1159,19
c2036,p600,20
c2037,p2975,1
c2037,p20,2
c2037,p3012,3
c2037,p484,4
c2037,p1573,5
c2037,p1780,6
c2037,p631,7
c2037,p3014,8
c2037,p3017,9
c2037,p217,10
c2037,p570,11
c2037,p18,12
c2037,p355,13
c2037,p177,14
c2037,p3015,15
c2037,p2948,16
c2037,p464,17
c2037,p604,18
c2037,p3155,19
c2037,p2058,20
c2038,p294,1
c2038,p150,2
c2038,p3204,3
c2038,p1017,4
c2038,p71,5
c2038,p1219,6
c2038,p3336,7
c2038,p46,8
c2038,p192,9
c2038,p148,10
c2038,p3164,11
c2038,p1028,12
c2038,p3303,13
c2038,p878,14
c2038,p967,15
c2038,p57,16
c2038,p428,17
c2038,p2640,18
c2038,p340,19
c2038,p268,20
c2039,p2668,1
c2039,p2988,2
c2039,p632,3
c2039,p3698,4
c2039,p124,5
c2039,p270,6
c2039,p271,7
c2039,p631,8
c2039,p70,9
c2039,p76,10
c2039,p863,11
c2039,p2685,12
c2039,p269,13
c2039,p1027,14
c2039,p171,15
c2039,p1296,16
c2039,p2949,17
c2039,p240,18
c2039,p3188,19
c2039,p80,20
c204,p124,1
c204,p144,2
c204,p692,3
c204,p286,4
c204,p324,5
c204,p1573,6
c204,p2949,7
c204,p1436,8
c204,p112,9
c204,p60,10
c204,p2987,11
c204,p134,12
c204,p1182,13
c204,p283,14
c204,p424,15
c204,p91,16
c204,p3696,17
c204,p856,18
c204,p1219,19
c204,p282,20
c2041,p558,1
c2041,p373,2
c2041,p869,3
c2041,p1862,4
c2041,p623,5
c2041,p78,6
c2041,p43,7
c2041,p2985,8
c2041,p3016,9
c2041,p276,10
c2041,p162,11
c2041,p21,12
c2041,p270,13
c2041,p242,14
c2041,p2868,15
c2041,p603,16
c2041,p9,17
c2041,p175,18
c2041,p2668,19
c2041,p301,20
c2042,p714,1
c2042,p710,2
c2042,p2313,3
c2042,p46,4
c2042,p350,5
c2042,p1331,6
c2042,p150,7
c2042,p1278,8
c2042,p58,9
c2042,p3028,10
c2042,p1431,11
c2042,p401,12
c2042,p3183,13
c2042,p2668,14
c2042,p580,15
c2042,p3077,16
c2042,p3690,17
c2042,p240,18
c2042,p544,19
c2042,p1853,20
c2044,p2787,1
c2044,p460,2
c2044,p177,3
c2044,p12,4
c2044,p2640,5
c2044,p356,6
c2044,p3140,7
c2044,p323,8
c2044,p5,9
c2044,p1149,10
c2044,p810,11
c2044,p2866,12
c2044,p2775,13
c2044,p276,14
c2044,p124,15
c2044,p557,16
c2044,p240,17
c2044,p1307,18
c2044,p2988,19
c2044,p3390,20
c2045,p173,1
c2045,p337,2
c2045,p878,3
c2045,p153,4
c2045,p988,5
c2045,p350,6
c2045,p150,7
c2045,p71,8
c2045,p2057,9
c2045,p2434,10
c2045,p3304,11
c2045,p267,12
c2045,p558,13
c2045,p2058,14
c2045,p360,15
c2045,p66,16
c2045,p340,17
c2045,p21,18
c2045,p3373,19
c2045,p1042,20
c2046,p634,1
c2046,p633,2
c2046,p174,3
c2046,p1079,4
c2046,p1810,5
c2046,p153,6
c2046,p851,7
c2046,p907,8
c2046,p583,9
c2046,p1650,10
c2046,p20,11
c2046,p850,12
c2046,p632,13
c2046,p271,14
c2046,p1027,15
c2046,p988,16
c2046,p0,17
c2046,p620,18
c2046,p269,19
c2046,p710,20
c2047,p60,1
c2047,p2668,2
c2047,p287,3
c2047,p270,4
c2047,p1294,5
c2047,p66,6
c2047,p2865,7
c2047,p3698,8
c2047,p863,9
c2047,p2873,10
c2047,p242,11
c2047,p240,12
c2047,p632,13
c2047,p2866,14
c2047,p271,15
c2047,p2868,16
c2047,p131,17
c2047,p59,18
c2047,p1627,19
c2047,p2867,20
c2048,p349,1
c2048,p980,2
c2048,p868,3
c2048,p350,4
c2048,p793,5
c2048,p3534,6
c2048,p277,7
c2048,p572,8
c2048,p2640,9
c2048,p162,10
c2048,p276,11
c2048,p166,12
c2048,p2703,13
c2048,p16,14
c2048,p3299,15
c2048,p2058,16
c2048,p131,17
c2048,p3324,18
c2048,p688,19
c2048,p318,20
c2049,p907,1
c2049,p2313,2
c2049,p2685,3
c2049,p301,4
c2049,p2668,5
c2049,p868,6
c2049,p193,7
c2049,p7,8
c2049,p1627,9
c2049,p156,10
c2049,p980,11
c2049,p75,12
c2049,p2865,13
c2049,p195,14
c2049,p131,15
c2049,p2640,16
c2049,p66,17
c2049,p242,18
c2049,p166,19
c2049,p632,20
c205,p1351,1
c205,p868,2
c205,p796,3
c205,p980,4
c205,p1005,5
c205,p173,6
c205,p122,7
c205,p2657,8
c205,p2654,9
c205,p1873,10
c205,p428,11
c205,p496,12
c205,p240,13
c205,p52,14
c205,p162,15
c205,p1514,16
c205,p1101,17
c205,p3512,18
c205,p856,19
c205,p2668,20
c2050,p59,1
c2050,p3390,2
c2050,p2685,3
c2050,p270,4
c2050,p242,5
c2050,p119,6
c2050,p2873,7
c2050,p631,8
c2050,p3697,9
c2050,p1627,10
c2050,p1016,11
c2050,p1296,12
c2050,p80,13
c2050,p60,14
c2050,p70,15
c2050,p2869,16
c2050,p1294,17
c2050,p193,18
c2050,p2640,19
c2050,p124,20
c2054,p311,1
c2054,p319,2
c2054,p310,3
c2054,p383,4
c2054,p46,5
c2054,p346,6
c2054,p908,7
c2054,p403,8
c2054,p2716,9
c2054,p1006,10
c2054,p150,11
c2054,p863,12
c2054,p592,13
c2054,p460,14
c2054,p195,15
c2054,p1853,16
c2054,p1909,17
c2054,p286,18
c2054,p0,19
c2054,p872,20
c2056,p32,1
c2056,p376,2
c2056,p128,3
c2056,p1712,4
c2056,p401,5
c2056,p2788,6
c2056,p346,7
c2056,p12,8
c2056,p553,9
c2056,p1683,10
c2056,p301,11
c2056,p159,12
c2056,p283,13
c2056,p3170,14
c2056,p604,15
c2056,p454,16
c2056,p350,17
c2056,p525,18
c2056,p3116,19
c2056,p276,20
c2058,p131,1
c2058,p1602,2
c2058,p2806,3
c2058,p1853,4
c2058,p774,5
c2058,p171,6
c2058,p3019,7
c2058,p78,8
c2058,p1123,9
c2058,p1195,10
c2058,p102,11
c2058,p103,12
c2058,p141,13
c2058,p169,14
c2058,p693,15
c2058,p349,16
c2058,p1171,17
c2058,p7,18
c2058,p3635,19
c2058,p288,20
c2059,p872,1
c2059,p318,2
c2059,p909,3
c2059,p2716,4
c2059,p350,5
c2059,p908,6
c2059,p159,7
c2059,p315,8
c2059,p1305,9
c2059,p356,10
c2059,p323,11
c2059,p311,12
c2059,p421,13
c2059,p175,14
c2059,p2342,15
c2059,p12,16
c2059,p94,17
c2059,p2712,18
c2059,p420,19
c2059,p2975,20
c206,p1219,1
c206,p3155,2
c206,p156,3
c206,p692,4
c206,p124,5
c206,p28,6
c206,p91,7
c206,p1080,8
c206,p17,9
c206,p66,10
c206,p580,11
c206,p3183,12
c206,p21,13
c206,p1185,14
c206,p2987,15
c206,p240,16
c206,p1110,17
c206,p1682,18
c206,p2005,19
c206,p3151,20
c2061,p65,1
c2061,p153,2
c2061,p43,3
c2061,p154,4
c2061,p301,5
c2061,p941,6
c2061,p227,7
c2061,p223,8
c2061,p939,9
c2061,p1721,10
c2061,p934,11
c2061,p177,12
c2061,p32,13
c2061,p264,14
c2061,p556,15
c2061,p373,16
c2061,p933,17
c2061,p1704,18
c2061,p1230,19
c2061,p553,20
c2062,p58,1
c2062,p387,2
c2062,p46,3
c2062,p177,4
c2062,p77,5
c2062,p287,6
c2062,p128,7
c2062,p284,8
c2062,p3019,9
c2062,p3168,10
c2062,p282,11
c2062,p385,12
c2062,p134,13
c2062,p150,14
c2062,p3336,15
c2062,p635,16
c2062,p3155,17
c2062,p1112,18
c2062,p100,19
c2062,p66,20
c2065,p134,1
c2065,p2411,2
c2065,p1080,3
c2065,p1436,4
c2065,p3229,5
c2065,p1470,6
c2065,p175,7
c2065,p816,8
c2065,p2975,9
c2065,p3161,10
c2065,p1125,11
c2065,p2313,12
c2065,p484,13
c2065,p270,14
c2065,p3321,15
c2065,p1164,16
c2065,p3155,17
c2065,p2058,18
c2065,p474,19
c2065,p156,20
c2067,p3136,1
c2067,p2975,2
c2067,p1909,3
c2067,p3145,4
c2067,p9,5
c2067,p3176,6
c2067,p120,7
c2067,p203,8
c2067,p366,9
c2067,p3558,10
c2067,p2668,11
c2067,p465,12
c2067,p12,13
c2067,p168,14
c2067,p869,15
c2067,p46,16
c2067,p451,17
c2067,p3553,18
c2067,p3532,19
c2067,p169,20
c2068,p2867,1
c2068,p3428,2
c2068,p525,3
c2068,p3,4
c2068,p631,5
c2068,p2988,6
c2068,p429,7
c2068,p2975,8
c2068,p2986,9
c2068,p854,10
c2068,p3697,11
c2068,p2685,12
c2068,p960,13
c2068,p75,14
c2068,p872,15
c2068,p3440,16
c2068,p2987,17
c2068,p3597,18
c2068,p3389,19
c2068,p2865,20
c2069,p1740,1
c2069,p265,2
c2069,p43,3
c2069,p933,4
c2069,p301,5
c2069,p934,6
c2069,p223,7
c2069,p422,8
c2069,p556,9
c2069,p177,10
c2069,p1721,11
c2069,p476,12
c2069,p362,13
c2069,p1704,14
c2069,p264,15
c2069,p263,16
c2069,p931,17
c2069,p303,18
c2069,p227,19
c2069,p278,20
c207,p67,1
c207,p59,2
c207,p38,3
c207,p242,4
c207,p2852,5
c207,p113,6
c207,p270,7
c207,p1260,8
c207,p1020,9
c207,p3192,10
c207,p35,11
c207,p3336,12
c207,p304,13
c207,p2868,14
c207,p305,15
c207,p54,16
c207,p2853,17
c207,p3428,18
c207,p507,19
c207,p1219,20
c2070,p1219,1
c2070,p0,2
c2070,p2975,3
c2070,p2788,4
c2070,p692,5
c2070,p263,6
c2070,p1146,7
c2070,p2058,8
c2070,p1080,9
c2070,p18,10
c2070,p220,11
c2070,p134,12
c2070,p392,13
c2070,p874,14
c2070,p3025,15
c2070,p1357,16
c2070,p420,17
c2070,p719,18
c2070,p579,19
c2070,p1470,20
c2071,p1165,1
c2071,p3684,2
c2071,p527,3
c2071,p2407,4
c2071,p3336,5
c2071,p37,6
c2071,p68,7
c2071,p35,8
c2071,p507,9
c2071,p3389,10
c2071,p124,11
c2071,p426,12
c2071,p309,13
c2071,p1155,14
c2071,p3234,15
c2071,p1253,16
c2071,p428,17
c2071,p276,18
c2071,p820,19
c2071,p2868,20
c2072,p70,1
c2072,p69,2
c2072,p337,3
c2072,p780,4
c2072,p967,5
c2072,p580,6
c2072,p779,7
c2072,p787,8
c2072,p193,9
c2072,p131,10
c2072,p533,11
c2072,p2640,12
c2072,p839,13
c2072,p3141,14
c2072,p1217,15
c2072,p91,16
c2072,p1006,17
c2072,p1886,18
c2072,p3133,19
c2072,p362,20
c2073,p1041,1
c2073,p719,2
c2073,p3391,3
c2073,p0,4
c2073,p2313,5
c2073,p166,6
c2073,p3183,7
c2073,p1074,8
c2073,p416,9
c2073,p124,10
c2073,p659,11
c2073,p66,12
c2073,p2735,13
c2073,p55,14
c2073,p692,15
c2073,p1219,16
c2073,p1146,17
c2073,p9,18
c2073,p435,19
c2073,p57,20
c2074,p3422,1
c2074,p182,2
c2074,p344,3
c2074,p3425,4
c2074,p3423,5
c2074,p348,6
c2074,p712,7
c2074,p364,8
c2074,p580,9
c2074,p3122,10
c2074,p178,11
c2074,p287,12
c2074,p162,13
c2074,p2434,14
c2074,p157,15
c2074,p0,16
c2074,p2949,17
c2074,p427,18
c2074,p3067,19
c2074,p3093,20
c2075,p604,1
c2075,p385,2
c2075,p876,3
c2075,p1146,4
c2075,p1294,5
c2075,p874,6
c2075,p428,7
c2075,p435,8
c2075,p878,9
c2075,p287,10
c2075,p66,11
c2075,p1110,12
c2075,p2668,13
c2075,p150,14
c2075,p600,15
c2075,p1311,16
c2075,p91,17
c2075,p242,18
c2075,p90,19
c2075,p2868,20
c2076,p715,1
c2076,p714,2
c2076,p3077,3
c2076,p3428,4
c2076,p3027,5
c2076,p3425,6
c2076,p46,7
c2076,p3468,8
c2076,p1865,9
c2076,p3391,10
c2076,p3408,11
c2076,p134,12
c2076,p3183,13
c2076,p342,14
c2076,p1436,15
c2076,p3267,16
c2076,p893,17
c2076,p272,18
c2076,p156,19
c2076,p603,20
c2077,p1789,1
c2077,p3064,2
c2077,p82,3
c2077,p579,4
c2077,p2962,5
c2077,p3440,6
c2077,p473,7
c2077,p604,8
c2077,p21,9
c2077,p698,10
c2077,p170,11
c2077,p663,12
c2077,p469,13
c2077,p424,14
c2077,p211,15
c2077,p649,16
c2077,p2897,17
c2077,p3622,18
c2077,p338,19
c2077,p668,20
c2078,p2788,1
c2078,p18,2
c2078,p17,3
c2078,p499,4
c2078,p2735,5
c2078,p2988,6
c2078,p603,7
c2078,p454,8
c2078,p55,9
c2078,p604,10
c2078,p3116,11
c2078,p3462,12
c2078,p922,13
c2078,p98,14
c2078,p2733,15
c2078,p3067,16
c2078,p635,17
c2078,p272,18
c2078,p0,19
c2078,p124,20
c208,p3622,1
c208,p3019,2
c208,p276,3
c208,p340,4
c208,p357,5
c208,p277,6
c208,p2649,7
c208,p150,8
c208,p281,9
c208,p553,10
c208,p39,11
c208,p3404,12
c208,p3233,13
c208,p3235,14
c208,p3195,15
c208,p796,16
c208,p425,17
c208,p3336,18
c208,p3236,19
c208,p2655,20
c2080,p12,1
c2080,p0,2
c2080,p557,3
c2080,p170,4
c2080,p1219,5
c2080,p319,6
c2080,p16,7
c2080,p180,8
c2080,p820,9
c2080,p346,10
c2080,p350,11
c2080,p2814,12
c2080,p2813,13
c2080,p46,14
c2080,p2648,15
c2080,p2640,16
c2080,p3378,17
c2080,p2788,18
c2080,p793,19
c2080,p17,20
c2081,p2985,1
c2081,p59,2
c2081,p80,3
c2081,p2057,4
c2081,p508,5
c2081,p3077,6
c2081,p76,7
c2081,p907,8
c2081,p1294,9
c2081,p2807,10
c2081,p3698,11
c2081,p428,12
c2081,p1027,13
c2081,p270,14
c2081,p2866,15
c2081,p119,16
c2081,p2703,17
c2081,p3264,18
c2081,p3155,19
c2081,p70,20
c2083,p1016,1
c2083,p2852,2
c2083,p3692,3
c2083,p2661,4
c2083,p62,5
c2083,p67,6
c2083,p37,7
c2083,p39,8
c2083,p2197,9
c2083,p303,10
c2083,p3027,11
c2083,p803,12
c2083,p400,13
c2083,p112,14
c2083,p276,15
c2083,p451,16
c2083,p1296,17
c2083,p269,18
c2083,p360,19
c2083,p371,20
c2084,p500,1
c2084,p2734,2
c2084,p1697,3
c2084,p382,4
c2084,p1176,5
c2084,p2736,6
c2084,p1479,7
c2084,p263,8
c2084,p362,9
c2084,p2450,10
c2084,p722,11
c2084,p78,12
c2084,p44,13
c2084,p674,14
c2084,p484,15
c2084,p768,16
c2084,p428,17
c2084,p490,18
c2084,p315,19
c2084,p2949,20
c2086,p1078,1
c2086,p134,2
c2086,p692,3
c2086,p1457,4
c2086,p1320,5
c2086,p782,6
c2086,p1079,7
c2086,p392,8
c2086,p715,9
c2086,p1226,10
c2086,p52,11
c2086,p1696,12
c2086,p53,13
c2086,p3531,14
c2086,p1216,15
c2086,p1215,16
c2086,p193,17
c2086,p2808,18
c2086,p2946,19
c2086,p55,20
c2087,p3023,1
c2087,p420,2
c2087,p1470,3
c2087,p3025,4
c2087,p1255,5
c2087,p580,6
c2087,p2058,7
c2087,p350,8
c2087,p1132,9
c2087,p403,10
c2087,p719,11
c2087,p70,12
c2087,p3151,13
c2087,p1159,14
c2087,p20,15
c2087,p1146,16
c2087,p2057,17
c2087,p0,18
c2087,p263,19
c2087,p3498,20
c2088,p3012,1
c2088,p2948,2
c2088,p3014,3
c2088,p1219,4
c2088,p2954,5
c2088,p3013,6
c2088,p3155,7
c2088,p2975,8
c2088,p3,9
c2088,p156,10
c2088,p21,11
c2088,p1041,12
c2088,p77,13
c2088,p193,14
c2088,p147,15
c2088,p134,16
c2088,p18,17
c2088,p1436,18
c2088,p57,19
c2088,p1357,20
c2089,p1464,1
c2089,p428,2
c2089,p1470,3
c2089,p1565,4
c2089,p3428,5
c2089,p2949,6
c2089,p715,7
c2089,p659,8
c2089,p1164,9
c2089,p3067,10
c2089,p214,11
c2089,p714,12
c2089,p1149,13
c2089,p863,14
c2089,p57,15
c2089,p76,16
c2089,p2788,17
c2089,p195,18
c2089,p134,19
c2089,p344,20
c209,p3425,1
c209,p27,2
c209,p3440,3
c209,p28,4
c209,p195,5
c209,p348,6
c209,p192,7
c209,p3428,8
c209,p181,9
c209,p57,10
c209,p180,11
c209,p1704,12
c209,p344,13
c209,p327,14
c209,p3422,15
c209,p2649,16
c209,p3176,17
c209,p226,18
c209,p382,19
c209,p3,20
c2091,p3392,1
c2091,p922,2
c2091,p0,3
c2091,p1436,4
c2091,p659,5
c2091,p343,6
c2091,p3391,7
c2091,p54,8
c2091,p668,9
c2091,p3183,10
c2091,p2058,11
c2091,p263,12
c2091,p635,13
c2091,p46,14
c2091,p1470,15
c2091,p3168,16
c2091,p18,17
c2091,p283,18
c2091,p150,19
c2091,p189,20
c2092,p604,1
c2092,p2639,2
c2092,p1185,3
c2092,p0,4
c2092,p485,5
c2092,p9,6
c2092,p3183,7
c2092,p3391,8
c2092,p1219,9
c2092,p17,10
c2092,p635,11
c2092,p344,12
c2092,p544,13
c2092,p3267,14
c2092,p3408,15
c2092,p21,16
c2092,p134,17
c2092,p428,18
c2092,p1018,19
c2092,p3261,20
c2093,p282,1
c2093,p428,2
c2093,p337,3
c2093,p94,4
c2093,p553,5
c2093,p0,6
c2093,p285,7
c2093,p1342,8
c2093,p370,9
c2093,p863,10
c2093,p294,11
c2093,p422,12
c2093,p203,13
c2093,p295,14
c2093,p389,15
c2093,p192,16
c2093,p745,17
c2093,p54,18
c2093,p1097,19
c2093,p134,20
c2094,p2788,1
c2094,p1185,2
c2094,p819,3
c2094,p169,4
c2094,p3259,5
c2094,p0,6
c2094,p3698,7
c2094,p3391,8
c2094,p160,9
c2094,p1164,10
c2094,p720,11
c2094,p344,12
c2094,p3067,13
c2094,p58,14
c2094,p428,15
c2094,p3183,16
c2094,p55,17
c2094,p1017,18
c2094,p544,19
c2094,p286,20
c2095,p349,1
c2095,p604,2
c2095,p166,3
c2095,p3534,4
c2095,p3299,5
c2095,p980,6
c2095,p2640,7
c2095,p70,8
c2095,p76,9
c2095,p2313,10
c2095,p688,11
c2095,p490,12
c2095,p2058,13
c2095,p3324,14
c2095,p21,15
c2095,p868,16
c2095,p350,17
c2095,p3012,18
c2095,p463,19
c2095,p557,20
c2096,p344,1
c2096,p3467,2
c2096,p109,3
c2096,p52,4
c2096,p692,5
c2096,p134,6
c2096,p199,7
c2096,p220,8
c2096,p55,9
c2096,p3168,10
c2096,p500,11
c2096,p1470,12
c2096,p53,13
c2096,p499,14
c2096,p1696,15
c2096,p2902,16
c2096,p1104,17
c2096,p3183,18
c2096,p866,19
c2096,p429,20
c2097,p1171,1
c2097,p967,2
c2097,p266,3
c2097,p21,4
c2097,p1294,5
c2097,p3155,6
c2097,p2058,7
c2097,p3330,8
c2097,p294,9
c2097,p2640,10
c2097,p337,11
c2097,p579,12
c2097,p271,13
c2097,p3140,14
c2097,p592,15
c2097,p173,16
c2097,p344,17
c2097,p2057,18
c2097,p580,19
c2097,p66,20
c2098,p242,1
c2098,p2873,2
c2098,p620,3
c2098,p124,4
c2098,p1019,5
c2098,p631,6
c2098,p122,7
c2098,p38,8
c2098,p1016,9
c2098,p350,10
c2098,p161,11
c2098,p3390,12
c2098,p3697,13
c2098,p68,14
c2098,p2640,15
c2098,p1027,16
c2098,p62,17
c2098,p74,18
c2098,p3179,19
c2098,p305,20
c2099,p3264,1
c2099,p525,2
c2099,p428,3
c2099,p124,4
c2099,p263,5
c2099,p199,6
c2099,p264,7
c2099,p635,8
c2099,p209,9
c2099,p58,10
c2099,p468,11
c2099,p1896,12
c2099,p18,13
c2099,p334,14
c2099,p177,15
c2099,p55,16
c2099,p665,17
c2099,p1560,18
c2099,p898,19
c2099,p112,20
c21,p428,1
c21,p604,2
c21,p52,3
c21,p501,4
c21,p66,5
c21,p2058,6
c21,p134,7
c21,p3271,8
c21,p54,9
c21,p502,10
c21,p143,11
c21,p3449,12
c21,p3166,13
c21,p189,14
c21,p3157,15
c21,p157,16
c21,p2202,17
c21,p500,18
c21,p3298,19
c21,p2209,20
c210,p336,1
c210,p2988,2
c210,p1121,3
c210,p124,4
c210,p47,5
c210,p32,6
c210,p35,7
c210,p2732,8
c210,p808,9
c210,p572,10
c210,p474,11
c210,p3230,12
c210,p1177,13
c210,p158,14
c210,p3390,15
c210,p810,16
c210,p122,17
c210,p201,18
c210,p1012,19
c210,p59,20
c2104,p2975,1
c2104,p12,2
c2104,p315,3
c2104,p327,4
c2104,p2716,5
c2104,p340,6
c2104,p159,7
c2104,p2712,8
c2104,p3558,9
c2104,p429,10
c2104,p396,11
c2104,p3339,12
c2104,p366,13
c2104,p325,14
c2104,p310,15
c2104,p959,16
c2104,p3336,17
c2104,p319,18
c2104,p155,19
c2104,p323,20
c2105,p3330,1
c2105,p70,2
c2105,p3142,3
c2105,p3078,4
c2105,p267,5
c2105,p908,6
c2105,p878,7
c2105,p1721,8
c2105,p954,9
c2105,p3264,10
c2105,p362,11
c2105,p3140,12
c2105,p2853,13
c2105,p396,14
c2105,p264,15
c2105,p579,16
c2105,p356,17
c2105,p3150,18
c2105,p337,19
c2105,p372,20
c2107,p77,1
c2107,p3155,2
c2107,p189,3
c2107,p111,4
c2107,p827,5
c2107,p131,6
c2107,p294,7
c2107,p2831,8
c2107,p315,9
c2107,p26,10
c2107,p3330,11
c2107,p3332,12
c2107,p3383,13
c2107,p0,14
c2107,p3177,15
c2107,p5,16
c2107,p2815,17
c2107,p2640,18
c2107,p312,19
c2107,p3140,20
c2108,p899,1
c2108,p876,2
c2108,p308,3
c2108,p459,4
c2108,p1909,5
c2108,p458,6
c2108,p850,7
c2108,p307,8
c2108,p747,9
c2108,p942,10
c2108,p882,11
c2108,p931,12
c2108,p1017,13
c2108,p266,14
c2108,p1683,15
c2108,p898,16
c2108,p877,17
c2108,p793,18
c2108,p782,19
c2108,p422,20
c2109,p2949,1
c2109,p3428,2
c2109,p150,3
c2109,p1886,4
c2109,p3531,5
c2109,p270,6
c2109,p3534,7
c2109,p503,8
c2109,p3264,9
c2109,p77,10
c2109,p701,11
c2109,p3390,12
c2109,p324,13
c2109,p483,14
c2109,p3391,15
c2109,p557,16
c2109,p422,17
c2109,p175,18
c2109,p468,19
c2109,p156,20
c211,p486,1
c211,p3168,2
c211,p1560,3
c211,p54,4
c211,p3183,5
c211,p246,6
c211,p1331,7
c211,p487,8
c211,p128,9
c211,p1019,10
c211,p289,11
c211,p189,12
c211,p344,13
c211,p1,14
c211,p0,15
