cid,pid,quantity
c1042,p18,1
c1042,p1159,3
c1042,p215,2
c1042,p220,1
c1042,p2919,2
c1042,p583,4
c1042,p1180,1
c1042,p298,1
c1042,p463,2
c1042,p1721,3
c1042,p514,2
c1042,p69,2
c1042,p362,2
c1042,p70,3
c1042,p177,2
c1042,p1185,1
c1042,p607,1
c1042,p878,2
c1042,p1102,1
c1042,p435,1
c1042,p199,1
c1042,p932,1
c1042,p309,1
c1042,p457,1
c1042,p976,1
c1042,p1479,1
c1042,p942,3
c1042,p856,1
c1042,p63,1
c1042,p598,1
c1042,p850,3
c1042,p747,1
c1042,p308,1
c1042,p4,1
c1042,p428,2
c1042,p48,1
c1042,p156,1
c1042,p1233,1
c1042,p427,1
c1042,p3379,1
c1042,p3378,1
c1042,p1576,1
c1042,p2017,4
c1042,p49,1
c1042,p195,1
c1042,p224,3
c1042,p2456,1
c1042,p3135,1
c1042,p455,1
c1042,p264,1
c1042,p3136,1
c1042,p3178,1
c1042,p3383,1
c1042,p1477,1
c1042,p226,2
c1042,p225,1
c1042,p379,1
c1042,p3140,2
c1042,p3142,2
c1042,p153,4
c1042,p1181,2
c1042,p1885,1
c1042,p1657,4
c1042,p1385,1
c1042,p1439,4
c1042,p1650,2
c1042,p1543,2
c1042,p1623,3
c1042,p615,1
c1042,p918,5
c1042,p3457,1
c1042,p1780,1
c1042,p0,2
c1042,p2064,1
c1042,p817,1
c1042,p52,3
c1042,p55,2
c1042,p54,1
c1042,p715,1
c1042,p716,1
c1044,p3355,1
c1044,p117,1
c1044,p2788,4
c1044,p129,2
c1044,p1985,1
c1044,p25,1
c1044,p1348,1
c1044,p677,3
c1044,p678,2
c1044,p1097,2
c1044,p1330,1
c1044,p1038,1
c1044,p602,1
c1044,p1467,1
c1044,p1468,1
c1044,p1075,2
c1044,p494,1
c1044,p719,1
c1044,p2974,1
c1044,p130,2
c1044,p540,1
c1044,p2717,1
c1044,p1041,2
c1044,p17,4
c1044,p1079,2
c1044,p1076,1
c1044,p18,3
c1044,p897,2
c1044,p504,2
c1044,p764,5
c1044,p185,4
c1044,p1027,1
c1044,p1886,1
c1044,p2057,3
c1044,p153,1
c1044,p1032,1
c1044,p3182,2
c1044,p3200,1
c1044,p2138,1
c1044,p2434,2
c1044,p990,2
c1044,p403,3
c1044,p2925,2
c1045,p176,1
c1045,p419,1
c1045,p3678,1
c1045,p3194,1
c1045,p3402,1
c1045,p1110,1
c1045,p2424,2
c1045,p1113,2
c1045,p3467,1
c1045,p654,1
c1045,p829,1
c1045,p2040,1
c1045,p540,1
c1045,p875,2
c1045,p6,1
c1045,p694,1
c1045,p418,1
c1045,p3488,1
c1045,p344,1
c1045,p134,2
c1045,p3093,1
c1045,p115,1
c1045,p2888,1
c1045,p2962,1
c1045,p2635,4
c1045,p604,2
c1045,p3019,1
c1045,p581,1
c1045,p569,3
c1045,p3464,1
c1045,p2056,1
c1045,p2833,3
c1045,p179,1
c1045,p189,2
c1045,p3704,1
c1045,p688,4
c1045,p2701,2
c1045,p1182,1
c1045,p282,3
c1045,p0,3
c1045,p343,1
c1045,p832,1
c1046,p2126,1
c1046,p496,1
c1046,p495,1
c1046,p3377,1
c1046,p1245,1
c1046,p3161,1
c1046,p231,1
c1046,p238,1
c1046,p297,1
c1046,p1361,1
c1046,p511,1
c1046,p38,1
c1046,p1019,2
c1046,p2864,1
c1046,p3447,2
c1046,p527,1
c1046,p136,1
c1046,p381,2
c1046,p155,1
c1046,p2492,1
c1046,p3299,1
c1046,p1014,1
c1046,p694,1
c1046,p272,1
c1046,p251,1
c1046,p1079,1
c1046,p221,1
c1046,p3229,2
c1046,p2865,1
c1046,p119,1
c1046,p59,2
c1046,p76,1
c1046,p124,2
c1046,p2685,1
c1046,p631,1
c1046,p3389,1
c1046,p507,2
c1046,p214,1
c1046,p2185,1
c1046,p1492,1
c1046,p827,1
c1046,p271,2
c1046,p2866,1
c1046,p270,2
c1046,p122,1
c1046,p242,3
c1046,p66,1
c1046,p240,1
c1046,p3390,1
c1046,p241,1
c1046,p3547,1
c1046,p3559,1
c1046,p2962,1
c1046,p604,1
c1046,p535,1
c1046,p583,1
c1046,p3472,1
c1046,p764,1
c1046,p46,1
c1046,p295,1
c1046,p371,1
c1046,p3534,1
c1046,p3531,1
c1046,p3556,1
c1046,p692,2
c1046,p22,1
c1046,p58,3
c1046,p1016,2
c1046,p1027,3
c1046,p342,1
c1046,p3379,1
c1046,p149,1
c1046,p2957,1
c1046,p1431,1
c1046,p1909,1
c1046,p2057,1
c1046,p1229,1
c1046,p1657,4
c1046,p1439,3
c1046,p661,1
c1046,p1213,1
c1046,p663,1
c1046,p3512,1
c1046,p62,2
c1046,p1642,2
c1046,p2657,2
c1046,p2647,2
c1046,p2643,2
c1046,p2656,1
c1046,p2654,2
c1046,p175,1
c1046,p0,4
c1046,p1034,3
c1046,p3517,1
c1046,p292,2
c1046,p23,1
c1047,p1748,1
c1047,p766,1
c1047,p1361,1
c1047,p713,1
c1047,p3258,1
c1047,p353,1
c1047,p352,1
c1047,p613,1
c1047,p109,1
c1047,p20,1
c1047,p863,1
c1047,p210,1
c1047,p546,2
c1047,p1107,1
c1047,p2574,1
c1047,p399,2
c1047,p272,1
c1047,p3123,1
c1047,p3067,2
c1047,p2808,1
c1047,p3338,1
c1047,p3024,1
c1047,p3131,1
c1047,p912,1
c1047,p338,1
c1047,p2087,1
c1047,p2057,1
c1047,p1577,1
c1047,p1510,1
c1047,p615,1
c1047,p914,1
c1047,p603,1
c1047,p3580,1
c1047,p0,1
c1047,p1672,1
c1047,p714,2
c1047,p715,2
c1047,p716,2
c1047,p2455,2
c1048,p975,2
c1048,p1126,1
c1048,p1441,2
c1048,p239,1
c1048,p501,1
c1048,p1042,2
c1048,p1328,1
c1048,p1457,1
c1048,p1112,1
c1048,p1573,1
c1048,p246,1
c1048,p1132,1
c1048,p1077,1
c1048,p985,1
c1048,p3018,1
c1048,p344,1
c1048,p134,1
c1048,p503,1
c1048,p2924,1
c1048,p214,1
c1048,p452,1
c1048,p3083,1
c1048,p3026,1
c1048,p18,1
c1048,p959,1
c1048,p1159,1
c1048,p3046,1
c1048,p3023,1
c1048,p3030,1
c1048,p3048,1
c1048,p2897,1
c1048,p199,1
c1048,p1146,1
c1048,p852,1
c1048,p87,1
c1048,p1024,4
c1048,p581,1
c1048,p579,1
c1048,p22,1
c1048,p3028,1
c1048,p336,1
c1048,p544,4
c1048,p1120,1
c1048,p149,2
c1048,p639,2
c1048,p118,1
c1048,p2077,1
c1048,p455,1
c1048,p312,1
c1048,p3038,1
c1048,p464,1
c1048,p668,2
c1048,p391,1
c1048,p1023,1
c1048,p659,1
c1048,p53,1
c1048,p1125,2
c1048,p3025,1
c1049,p3433,1
c1049,p3424,1
c1049,p1873,2
c1049,p745,1
c1049,p419,1
c1049,p277,1
c1049,p16,1
c1049,p15,1
c1049,p2377,1
c1049,p387,1
c1049,p765,1
c1049,p1859,1
c1049,p2361,1
c1049,p90,1
c1049,p2375,1
c1049,p2376,1
c1049,p2255,1
c1049,p1573,1
c1049,p2949,1
c1049,p863,1
c1049,p1467,1
c1049,p1468,1
c1049,p1987,1
c1049,p210,1
c1049,p546,2
c1049,p350,1
c1049,p2333,1
c1049,p572,1
c1049,p418,1
c1049,p182,1
c1049,p170,1
c1049,p3440,1
c1049,p7,1
c1049,p128,1
c1049,p284,1
c1049,p1351,1
c1049,p492,1
c1049,p344,1
c1049,p134,1
c1049,p1176,1
c1049,p115,1
c1049,p77,1
c1049,p21,1
c1049,p59,1
c1049,p2916,1
c1049,p242,1
c1049,p1732,2
c1049,p43,2
c1049,p44,2
c1049,p1061,1
c1049,p604,1
c1049,p583,1
c1049,p869,1
c1049,p764,2
c1049,p355,2
c1049,p558,2
c1049,p463,1
c1049,p623,1
c1049,p692,1
c1049,p1080,1
c1049,p3019,1
c1049,p580,1
c1049,p276,1
c1049,p3028,1
c1049,p639,2
c1049,p980,2
c1049,p2450,1
c1049,p2058,1
c1049,p2911,1
c1049,p688,1
c1049,p1853,2
c1049,p868,2
c1049,p32,1
c1049,p41,1
c1049,p110,1
c1049,p349,1
c1049,p3613,1
c1049,p3606,1
c1049,p3594,1
c1049,p3600,1
c1049,p3599,1
c1049,p2487,1
c1049,p162,1
c1049,p1145,1
c1049,p525,1
c1049,p557,1
c1049,p786,6
c1049,p3345,2
c1049,p2091,2
c1049,p292,2
c1049,p990,2
c1049,p89,1
c1050,p129,2
c1050,p3031,1
c1050,p3006,1
c1050,p291,1
c1050,p437,1
c1050,p1097,1
c1050,p526,1
c1050,p527,1
c1050,p173,1
c1050,p3265,1
c1050,p1467,1
c1050,p1468,1
c1050,p3187,1
c1050,p3299,1
c1050,p572,2
c1050,p3428,1
c1050,p21,1
c1050,p270,1
c1050,p122,1
c1050,p36,1
c1050,p3549,1
c1050,p3547,1
c1050,p3548,1
c1050,p3546,1
c1050,p357,4
c1050,p558,3
c1050,p46,1
c1050,p522,1
c1050,p1146,1
c1050,p166,1
c1050,p3544,2
c1050,p10,1
c1050,p11,1
c1050,p3028,1
c1050,p2649,2
c1050,p735,1
c1050,p3418,1
c1050,p870,2
c1050,p2450,1
c1050,p2456,1
c1050,p3537,2
c1050,p3330,1
c1050,p3332,1
c1050,p151,3
c1050,p3160,1
c1050,p3159,1
c1050,p3363,1
c1050,p3339,1
c1050,p3203,1
c1050,p1239,1
c1050,p525,1
c1050,p1617,1
c1050,p3501,1
c1050,p786,3
c1051,p40,1
c1051,p505,1
c1051,p1126,1
c1051,p265,1
c1051,p3507,1
c1051,p3372,1
c1051,p954,3
c1051,p315,1
c1051,p337,2
c1051,p81,1
c1051,p796,1
c1051,p1169,3
c1051,p991,1
c1051,p1777,2
c1051,p1774,1
c1051,p1775,2
c1051,p1778,1
c1051,p1434,1
c1051,p3462,1
c1051,p1245,1
c1051,p24,1
c1051,p931,1
c1051,p1106,1
c1051,p1068,1
c1051,p649,1
c1051,p197,3
c1051,p3635,1
c1051,p2741,1
c1051,p2377,1
c1051,p2442,1
c1051,p448,2
c1051,p1096,1
c1051,p291,1
c1051,p437,1
c1051,p1097,1
c1051,p387,3
c1051,p3130,1
c1051,p259,1
c1051,p318,1
c1051,p396,1
c1051,p353,1
c1051,p465,1
c1051,p1416,1
c1051,p710,1
c1051,p3194,3
c1051,p3065,2
c1051,p3064,1
c1051,p1389,1
c1051,p2255,1
c1051,p2850,1
c1051,p650,2
c1051,p994,1
c1051,p863,2
c1051,p3212,1
c1051,p3213,1
c1051,p2445,1
c1051,p2342,1
c1051,p2387,1
c1051,p1808,1
c1051,p1467,1
c1051,p1468,1
c1051,p2156,1
c1051,p673,1
c1051,p97,1
c1051,p1365,1
c1051,p1043,1
c1051,p3005,1
c1051,p3004,1
c1051,p887,2
c1051,p654,1
c1051,p2740,1
c1051,p1065,1
c1051,p541,2
c1051,p572,2
c1051,p528,1
c1051,p253,1
c1051,p849,1
c1051,p490,1
c1051,p965,1
c1051,p3406,2
c1051,p3456,1
c1051,p1340,2
c1051,p3468,1
c1051,p1079,1
c1051,p3354,2
c1051,p917,1
c1051,p77,2
c1051,p21,1
c1051,p3067,3
c1051,p59,1
c1051,p80,1
c1051,p3617,1
c1051,p1090,1
c1051,p746,1
c1051,p1076,1
c1051,p3341,1
c1051,p3129,1
c1051,p2202,1
c1051,p1030,1
c1051,p680,1
c1051,p679,1
c1051,p1215,1
c1051,p220,1
c1051,p3549,1
c1051,p1471,1
c1051,p1428,2
c1051,p121,1
c1051,p896,1
c1051,p1965,1
c1051,p607,1
c1051,p3740,1
c1051,p878,1
c1051,p1102,1
c1051,p3739,1
c1051,p435,4
c1051,p3048,1
c1051,p813,1
c1051,p199,1
c1051,p2200,2
c1051,p2180,1
c1051,p932,1
c1051,p1852,1
c1051,p577,1
c1051,p979,1
c1051,p1203,1
c1051,p3531,1
c1051,p692,1
c1051,p3184,1
c1051,p3454,1
c1051,p3019,1
c1051,p1373,2
c1051,p1202,1
c1051,p3131,1
c1051,p587,1
c1051,p324,1
c1051,p912,1
c1051,p338,1
c1051,p1342,2
c1051,p300,1
c1051,p339,1
c1051,p1233,1
c1051,p257,1
c1051,p484,1
c1051,p334,1
c1051,p2450,1
c1051,p3326,1
c1051,p3404,3
c1051,p3330,2
c1051,p3332,1
c1051,p3135,4
c1051,p263,1
c1051,p264,1
c1051,p312,1
c1051,p2813,1
c1051,p2640,1
c1051,p3266,1
c1051,p2831,1
c1051,p2814,2
c1051,p2812,1
c1051,p1312,1
c1051,p1909,2
c1051,p3325,2
c1051,p3324,2
c1051,p3133,3
c1051,p3140,1
c1051,p1311,1
c1051,p474,1
c1051,p285,1
c1051,p3061,1
c1051,p146,1
c1051,p3038,1
c1051,p151,2
c1051,p808,2
c1051,p2975,1
c1051,p1147,2
c1051,p3144,2
c1051,p615,1
c1051,p189,1
c1051,p914,2
c1051,p809,2
c1051,p1923,1
c1051,p2265,1
c1051,p810,1
c1051,p1123,1
c1051,p726,1
c1051,p804,1
c1051,p328,1
c1051,p120,1
c1051,p3690,1
c1051,p3692,1
c1051,p2647,3
c1051,p2644,1
c1051,p1023,1
c1051,p3363,1
c1051,p3535,1
c1051,p516,1
c1051,p349,1
c1051,p2039,1
c1051,p3580,1
c1051,p3600,1
c1051,p820,1
c1051,p1403,1
c1051,p3126,2
c1051,p817,1
c1051,p162,1
c1051,p877,1
c1051,p23,1
c1052,p495,2
c1052,p1593,1
c1052,p9,1
c1052,p2313,1
c1052,p774,1
c1052,p3678,1
c1052,p1096,2
c1052,p1097,2
c1052,p620,2
c1052,p1232,4
c1052,p1457,1
c1052,p734,1
c1052,p392,1
c1052,p287,1
c1052,p1467,1
c1052,p806,1
c1052,p2203,2
c1052,p1986,1
c1052,p436,1
c1052,p1541,1
c1052,p131,1
c1052,p2179,2
c1052,p1185,1
c1052,p1219,1
c1052,p2288,1
c1052,p1208,1
c1052,p370,1
c1052,p1027,1
c1052,p1982,1
c1052,p3371,1
c1052,p3543,1
c1052,p980,2
c1052,p5,1
c1052,p3027,1
c1052,p1555,1
c1052,p610,2
c1052,p2339,1
c1052,p1767,1
c1052,p1879,2
c1052,p2326,2
c1052,p282,1
c1052,p1035,1
c1052,p3336,1
c1052,p3535,1
c1052,p1116,1
c1052,p3600,1
c1052,p1034,1
c1052,p786,3
c1052,p292,2
c1052,p1125,2
c1052,p990,2
c1053,p3449,1
c1053,p143,1
c1053,p674,1
c1053,p1038,1
c1053,p109,2
c1053,p287,3
c1053,p1573,2
c1053,p2949,1
c1053,p20,3
c1053,p286,2
c1053,p216,1
c1053,p863,4
c1053,p3314,1
c1053,p102,1
c1053,p103,1
c1053,p47,1
c1053,p144,1
c1053,p936,1
c1053,p3272,1
c1053,p1072,1
c1053,p52,1
c1053,p902,1
c1053,p903,1
c1053,p557,1
c1054,p40,2
c1054,p116,1
c1054,p117,2
c1054,p867,1
c1054,p3377,1
c1054,p3372,1
c1054,p337,1
c1054,p268,1
c1054,p2707,1
c1054,p469,1
c1054,p796,1
c1054,p3084,1
c1054,p1412,1
c1054,p851,1
c1054,p1196,1
c1054,p1278,1
c1054,p1867,1
c1054,p1774,1
c1054,p1775,1
c1054,p1245,1
c1054,p3768,2
c1054,p645,1
c1054,p3161,1
c1054,p1501,1
c1054,p584,2
c1054,p1688,1
c1054,p1060,1
c1054,p3304,1
c1054,p677,1
c1054,p2705,1
c1054,p2741,1
c1054,p3006,1
c1054,p1408,1
c1054,p599,1
c1054,p3258,1
c1054,p826,1
c1054,p518,1
c1054,p259,1
c1054,p111,2
c1054,p1078,2
c1054,p864,1
c1054,p697,1
c1054,p3769,1
c1054,p3712,1
c1054,p3235,1
c1054,p2205,1
c1054,p840,2
c1054,p1166,2
c1054,p90,2
c1054,p392,1
c1054,p1112,2
c1054,p381,1
c1054,p652,1
c1054,p2850,1
c1054,p172,5
c1054,p994,2
c1054,p2949,2
c1054,p863,2
c1054,p2445,1
c1054,p2387,1
c1054,p1808,1
c1054,p2388,1
c1054,p1467,1
c1054,p1987,1
c1054,p2156,1
c1054,p210,1
c1054,p1077,2
c1054,p760,1
c1054,p86,2
c1054,p97,3
c1054,p346,1
c1054,p327,1
c1054,p326,1
c1054,p887,1
c1054,p3078,2
c1054,p3077,2
c1054,p3299,1
c1054,p91,1
c1054,p2648,1
c1054,p1308,1
c1054,p1754,1
c1054,p383,1
c1054,p788,1
c1054,p2717,1
c1054,p174,2
c1054,p170,1
c1054,p3440,1
c1054,p7,1
c1054,p965,1
c1054,p1928,1
c1054,p2340,1
c1054,p635,1
c1054,p2345,1
c1054,p344,1
c1054,p134,1
c1054,p3637,1
c1054,p1079,1
c1054,p3428,1
c1054,p221,1
c1054,p1057,2
c1054,p2250,1
c1054,p148,1
c1054,p147,1
c1054,p77,2
c1054,p21,1
c1054,p1634,1
c1054,p3123,1
c1054,p2865,1
c1054,p124,1
c1054,p3605,1
c1054,p3617,1
c1054,p763,1
c1054,p1217,1
c1054,p214,1
c1054,p568,2
c1054,p3666,1
c1054,p3669,1
c1054,p3663,1
c1054,p145,1
c1054,p3163,1
c1054,p3259,1
c1054,p2202,1
c1054,p18,1
c1054,p3425,1
c1054,p1272,1
c1054,p1498,1
c1054,p959,1
c1054,p3486,1
c1054,p1215,2
c1054,p215,1
c1054,p220,2
c1054,p1029,1
c1054,p439,1
c1054,p2451,2
c1054,p2745,1
c1054,p504,1
c1054,p604,2
c1054,p288,1
c1054,p1411,1
c1054,p463,1
c1054,p384,2
c1054,p2708,1
c1054,p2638,1
c1054,p2703,1
c1054,p878,2
c1054,p46,1
c1054,p1017,1
c1054,p94,2
c1054,p782,2
c1054,p871,1
c1054,p158,1
c1054,p199,3
c1054,p1206,1
c1054,p1006,1
c1054,p1297,2
c1054,p577,1
c1054,p2406,2
c1054,p1485,3
c1054,p1473,1
c1054,p468,2
c1054,p692,1
c1054,p3184,1
c1054,p3572,1
c1054,p1080,1
c1054,p2209,2
c1054,p580,2
c1054,p3574,1
c1054,p58,1
c1054,p1409,1
c1054,p1202,1
c1054,p756,1
c1054,p779,1
c1054,p1801,1
c1054,p850,2
c1054,p592,1
c1054,p839,1
c1054,p140,1
c1054,p3171,1
c1054,p3131,1
c1054,p431,1
c1054,p235,1
c1054,p941,1
c1054,p2649,2
c1054,p945,2
c1054,p857,3
c1054,p303,1
c1054,p304,1
c1054,p334,1
c1054,p203,1
c1054,p2583,1
c1054,p2450,1
c1054,p2456,1
c1054,p3035,1
c1054,p3082,1
c1054,p3027,1
c1054,p3385,1
c1054,p3180,1
c1054,p3135,1
c1054,p2249,1
c1054,p340,2
c1054,p2058,2
c1054,p2087,1
c1054,p264,1
c1054,p3136,1
c1054,p3179,1
c1054,p3177,1
c1054,p3178,1
c1054,p1406,1
c1054,p2640,1
c1054,p1312,1
c1054,p1909,1
c1054,p2057,1
c1054,p1311,1
c1054,p422,1
c1054,p153,2
c1054,p283,1
c1054,p151,1
c1054,p335,3
c1054,p728,1
c1054,p651,1
c1054,p603,3
c1054,p1780,1
c1054,p1424,1
c1054,p804,1
c1054,p3690,1
c1054,p3687,1
c1054,p3692,1
c1054,p2641,1
c1054,p2657,1
c1054,p2647,2
c1054,p2652,2
c1054,p2643,1
c1054,p2645,2
c1054,p2656,1
c1054,p2704,1
c1054,p3159,1
c1054,p1664,1
c1054,p721,2
c1054,p3679,1
c1054,p3363,1
c1054,p3535,1
c1054,p3675,1
c1054,p3573,1
c1054,p3302,2
c1054,p533,1
c1054,p1495,1
c1054,p987,1
c1054,p1345,2
c1054,p2039,1
c1054,p3596,1
c1054,p0,1
c1054,p714,1
c1054,p877,2
c1054,p1947,2
c1055,p505,1
c1055,p265,1
c1055,p317,1
c1055,p1375,1
c1055,p277,1
c1055,p1348,1
c1055,p2869,2
c1055,p620,1
c1055,p2864,1
c1055,p787,1
c1055,p3447,1
c1055,p37,1
c1055,p305,1
c1055,p1043,1
c1055,p1364,1
c1055,p2186,1
c1055,p1175,1
c1055,p2867,1
c1055,p2988,1
c1055,p507,1
c1055,p2866,1
c1055,p2868,1
c1055,p240,1
c1055,p2668,1
c1055,p2873,1
c1055,p241,1
c1055,p273,2
c1055,p373,2
c1055,p44,4
c1055,p69,2
c1055,p177,2
c1055,p266,2
c1055,p552,4
c1055,p295,1
c1055,p371,4
c1055,p553,2
c1055,p370,2
c1055,p372,3
c1055,p10,1
c1055,p45,4
c1055,p276,1
c1055,p1121,1
c1055,p39,1
c1055,p78,1
c1055,p303,4
c1055,p34,3
c1055,p3166,1
c1055,p980,2
c1055,p280,2
c1055,p3298,1
c1055,p3156,1
c1055,p2640,4
c1055,p3142,2
c1055,p3489,1
c1055,p3302,1
c1055,p3010,1
c1055,p1034,2
c1056,p975,1
c1056,p315,1
c1056,p1012,1
c1056,p1155,1
c1056,p291,1
c1056,p2869,1
c1056,p787,2
c1056,p2856,1
c1056,p2852,1
c1056,p2853,1
c1056,p259,1
c1056,p77,1
c1056,p68,1
c1056,p1453,1
c1056,p44,2
c1056,p362,2
c1056,p1008,1
c1056,p552,1
c1056,p372,1
c1056,p45,2
c1056,p1152,1
c1056,p313,1
c1056,p430,1
c1056,p149,1
c1056,p303,2
c1056,p304,1
c1056,p34,1
c1056,p203,1
c1056,p3092,1
c1056,p2450,1
c1056,p1444,1
c1056,p2975,1
c1056,p30,1
c1056,p822,1
c1056,p820,1
c1056,p1253,1
c1057,p40,1
c1057,p923,1
c1057,p505,1
c1057,p576,1
c1057,p2707,1
c1057,p796,1
c1057,p1445,3
c1057,p1025,5
c1057,p550,2
c1057,p3635,1
c1057,p3031,2
c1057,p1328,4
c1057,p1554,3
c1057,p437,4
c1057,p2869,1
c1057,p3447,2
c1057,p611,1
c1057,p2205,2
c1057,p2289,1
c1057,p2342,1
c1057,p1472,4
c1057,p86,1
c1057,p2186,2
c1057,p1305,2
c1057,p368,1
c1057,p3020,2
c1057,p978,5
c1057,p1863,1
c1057,p1086,3
c1057,p572,3
c1057,p2648,2
c1057,p2373,1
c1057,p875,5
c1057,p1928,2
c1057,p1351,2
c1057,p77,5
c1057,p21,2
c1057,p3229,3
c1057,p2865,3
c1057,p2867,1
c1057,p76,2
c1057,p2685,3
c1057,p631,3
c1057,p3192,1
c1057,p3389,1
c1057,p2988,1
c1057,p80,1
c1057,p763,2
c1057,p271,4
c1057,p2866,4
c1057,p2868,6
c1057,p270,2
c1057,p242,1
c1057,p66,3
c1057,p240,1
c1057,p3390,1
c1057,p2873,2
c1057,p241,2
c1057,p2542,4
c1057,p2217,3
c1057,p1306,6
c1057,p897,4
c1057,p1061,2
c1057,p565,2
c1057,p566,2
c1057,p764,4
c1057,p357,3
c1057,p567,2
c1057,p3473,2
c1057,p562,6
c1057,p1721,1
c1057,p1740,1
c1057,p362,2
c1057,p70,2
c1057,p267,4
c1057,p29,1
c1057,p46,1
c1057,p798,2
c1057,p1146,1
c1057,p166,1
c1057,p852,2
c1057,p1006,1
c1057,p460,4
c1057,p552,2
c1057,p553,2
c1057,p372,1
c1057,p10,1
c1057,p11,5
c1057,p972,1
c1057,p2209,1
c1057,p1373,2
c1057,p449,3
c1057,p1794,3
c1057,p336,1
c1057,p313,2
c1057,p3374,1
c1057,p428,1
c1057,p2649,2
c1057,p324,1
c1057,p735,3
c1057,p807,2
c1057,p303,4
c1057,p34,4
c1057,p1207,1
c1057,p639,2
c1057,p2456,1
c1057,p3326,1
c1057,p3330,1
c1057,p3385,4
c1057,p263,1
c1057,p2640,8
c1057,p3325,1
c1057,p3324,1
c1057,p3142,3
c1057,p1181,1
c1057,p1309,1
c1057,p296,6
c1057,p617,2
c1057,p335,1
c1057,p808,3
c1057,p62,1
c1057,p67,3
c1057,p519,1
c1057,p2701,8
c1057,p1853,1
c1057,p2647,3
c1057,p2652,2
c1057,p2645,4
c1057,p2704,1
c1057,p3159,1
c1057,p3195,1
c1057,p3339,1
c1057,p3696,1
c1057,p1588,2
c1057,p1700,2
c1057,p1034,1
c1057,p2434,2
c1057,p3340,2
c1057,p2091,2
c1057,p3351,2
c1057,p3352,2
c1057,p2356,2
c1058,p3508,1
c1058,p1448,2
c1058,p1245,2
c1058,p141,1
c1058,p143,1
c1058,p792,1
c1058,p193,3
c1058,p1078,1
c1058,p136,1
c1058,p90,2
c1058,p3211,1
c1058,p2156,1
c1058,p1011,1
c1058,p91,6
c1058,p174,2
c1058,p192,1
c1058,p3422,1
c1058,p57,2
c1058,p221,2
c1058,p144,1
c1058,p115,1
c1058,p220,2
c1058,p782,1
c1058,p692,6
c1058,p1080,2
c1058,p58,1
c1058,p140,1
c1058,p3680,1
c1058,p195,1
c1058,p2456,1
c1058,p1909,1
c1058,p1477,1
c1058,p1657,1
c1058,p1631,1
c1058,p120,1
c1058,p0,1
c1058,p715,2
c1058,p716,2
c1058,p89,2
c1059,p725,1
c1059,p99,1
c1059,p387,1
c1059,p2112,1
c1059,p104,1
c1059,p1069,1
c1059,p1151,1
c1059,p193,2
c1059,p693,1
c1059,p383,2
c1059,p192,2
c1059,p57,1
c1059,p3425,1
c1059,p156,2
c1059,p195,2
c1059,p2450,1
c1059,p2456,1
c1059,p1477,1
c1059,p3704,1
c1059,p688,1
c1060,p71,4
c1060,p268,2
c1060,p2313,1
c1060,p678,1
c1060,p238,1
c1060,p720,1
c1060,p90,1
c1060,p1112,1
c1060,p381,1
c1060,p3392,1
c1060,p1038,2
c1060,p287,3
c1060,p20,1
c1060,p286,2
c1060,p216,1
c1060,p863,2
c1060,p1467,1
c1060,p1468,1
c1060,p1987,1
c1060,p1074,1
c1060,p157,1
c1060,p892,2
c1060,p719,1
c1060,p490,1
c1060,p182,1
c1060,p7,1
c1060,p1436,1
c1060,p635,1
c1060,p344,3
c1060,p3428,1
c1060,p57,2
c1060,p3229,2
c1060,p2865,1
c1060,p2867,2
c1060,p3698,1
c1060,p2986,1
c1060,p59,1
c1060,p76,1
c1060,p124,2
c1060,p633,1
c1060,p631,2
c1060,p3192,1
c1060,p3389,1
c1060,p2988,3
c1060,p80,3
c1060,p75,1
c1060,p3,1
c1060,p2916,2
c1060,p3425,2
c1060,p2985,1
c1060,p70,4
c1060,p177,2
c1060,p2708,1
c1060,p2655,1
c1060,p1017,1
c1060,p782,1
c1060,p1862,1
c1060,p1806,1
c1060,p58,3
c1060,p1886,2
c1060,p4,1
c1060,p428,1
c1060,p156,1
c1060,p100,2
c1060,p484,1
c1060,p857,1
c1060,p195,2
c1060,p2450,2
c1060,p2058,1
c1060,p2057,1
c1060,p283,1
c1060,p726,1
c1060,p175,1
c1060,p1237,1
c1060,p1223,1
c1060,p3696,1
c1060,p0,4
c1060,p716,2
c1060,p877,1
c1060,p89,1
c1060,p403,1
c1060,p2921,1
c1060,p2925,1
c1061,p974,1
c1061,p882,1
c1061,p275,1
c1061,p1005,1
c1061,p1851,1
c1061,p2053,1
c1061,p797,1
c1061,p576,1
c1061,p432,1
c1061,p725,1
c1061,p71,2
c1061,p268,2
c1061,p986,2
c1061,p1777,1
c1061,p1774,1
c1061,p1775,1
c1061,p745,1
c1061,p231,1
c1061,p277,1
c1061,p1833,1
c1061,p1068,1
c1061,p16,1
c1061,p15,1
c1061,p238,1
c1061,p297,1
c1061,p447,1
c1061,p2348,1
c1061,p38,1
c1061,p1019,2
c1061,p620,2
c1061,p193,1
c1061,p771,1
c1061,p401,1
c1061,p90,1
c1061,p1381,2
c1061,p888,1
c1061,p2010,1
c1061,p311,1
c1061,p322,1
c1061,p781,1
c1061,p310,1
c1061,p321,1
c1061,p1107,1
c1061,p1065,1
c1061,p3078,1
c1061,p3077,2
c1061,p541,1
c1061,p91,1
c1061,p573,2
c1061,p904,1
c1061,p1754,1
c1061,p383,1
c1061,p1712,2
c1061,p174,1
c1061,p284,1
c1061,p922,1
