cid,pid,rank
c1996,p21,13
c1996,p77,14
c1996,p240,15
c1996,p3155,16
c1996,p270,17
c1996,p78,18
c1996,p580,19
c1996,p2313,20
c1997,p428,1
c1997,p0,2
c1997,p2058,3
c1997,p9,4
c1997,p46,5
c1997,p604,6
c1997,p134,7
c1997,p3155,8
c1997,p270,9
c1997,p78,10
c1997,p580,11
c1997,p2313,12
c1997,p242,13
c1997,p271,14
c1997,p344,15
c1997,p150,16
c1997,p3428,17
c1997,p3019,18
c1997,p2640,19
c1997,p349,20
c1998,p428,1
c1998,p0,2
c1998,p1219,3
c1998,p124,4
c1998,p177,5
c1998,p2975,6
c1998,p2058,7
c1998,p46,8
c1998,p66,9
c1998,p604,10
c1998,p134,11
c1998,p21,12
c1998,p77,13
c1998,p240,14
c1998,p3155,15
c1998,p270,16
c1998,p78,17
c1998,p580,18
c1998,p2313,19
c1998,p242,20
c1999,p0,1
c1999,p1219,2
c1999,p124,3
c1999,p177,4
c1999,p2975,5
c1999,p2058,6
c1999,p9,7
c1999,p46,8
c1999,p66,9
c1999,p604,10
c1999,p134,11
c1999,p21,12
c1999,p77,13
c1999,p240,14
c1999,p3155,15
c1999,p270,16
c1999,p78,17
c1999,p580,18
c1999,p2313,19
c1999,p242,20
c2,p428,1
c2,p0,2
c2,p1219,3
c2,p124,4
c2,p2058,5
c2,p9,6
c2,p46,7
c2,p66,8
c2,p604,9
c2,p134,10
c2,p21,11
c2,p77,12
c2,p240,13
c2,p3155,14
c2,p270,15
c2,p78,16
c2,p580,17
c2,p2313,18
c2,p242,19
c2,p271,20
c20,p428,1
c20,p0,2
c20,p124,3
c20,p177,4
c20,p2058,5
c20,p9,6
c20,p46,7
c20,p604,8
c20,p134,9
c20,p21,10
c20,p3155,11
c20,p270,12
c20,p78,13
c20,p580,14
c20,p2313,15
c20,p271,16
c20,p344,17
c20,p3428,18
c20,p2640,19
c20,p349,20
c200,p428,1
c200,p9,2
c200,p604,3
c200,p21,4
c200,p77,5
c200,p78,6
c200,p580,7
c200,p2313,8
c200,p3019,9
c200,p2640,10
c200,p349,11
c200,p54,12
c200,p2868,13
c200,p2057,14
c200,p71,15
c200,p27,16
c200,p282,17
c200,p131,18
c200,p572,19
c200,p55,20
c2000,p0,1
c2000,p1219,2
c2000,p124,3
c2000,p177,4
c2000,p2058,5
c2000,p46,6
c2000,p66,7
c2000,p604,8
c2000,p134,9
c2000,p21,10
c2000,p77,11
c2000,p240,12
c2000,p3155,13
c2000,p270,14
c2000,p78,15
c2000,p580,16
c2000,p2313,17
c2000,p242,18
c2000,p271,19
c2000,p344,20
c2001,p428,1
c2001,p0,2
c2001,p1219,3
c2001,p124,4
c2001,p177,5
c2001,p2975,6
c2001,p2058,7
c2001,p9,8
c2001,p46,9
c2001,p66,10
c2001,p604,11
c2001,p134,12
c2001,p21,13
c2001,p77,14
c2001,p240,15
c2001,p3155,16
c2001,p270,17
c2001,p78,18
c2001,p2313,19
c2001,p242,20
c2004,p428,1
c2004,p0,2
c2004,p124,3
c2004,p177,4
c2004,p2058,5
c2004,p46,6
c2004,p66,7
c2004,p604,8
c2004,p134,9
c2004,p21,10
c2004,p77,11
c2004,p240,12
c2004,p3155,13
c2004,p270,14
c2004,p78,15
c2004,p580,16
c2004,p2313,17
c2004,p242,18
c2004,p271,19
c2004,p344,20
c2005,p428,1
c2005,p0,2
c2005,p1219,3
c2005,p124,4
c2005,p177,5
c2005,p2058,6
c2005,p9,7
c2005,p46,8
c2005,p66,9
c2005,p604,10
c2005,p134,11
c2005,p21,12
c2005,p77,13
c2005,p240,14
c2005,p3155,15
c2005,p270,16
c2005,p78,17
c2005,p580,18
c2005,p2313,19
c2005,p242,20
c2006,p428,1
c2006,p1219,2
c2006,p124,3
c2006,p177,4
c2006,p2975,5
c2006,p2058,6
c2006,p9,7
c2006,p46,8
c2006,p66,9
c2006,p604,10
c2006,p134,11
c2006,p21,12
c2006,p77,13
c2006,p240,14
c2006,p3155,15
c2006,p270,16
c2006,p78,17
c2006,p580,18
c2006,p2313,19
c2006,p242,20
c2007,p428,1
c2007,p0,2
c2007,p1219,3
c2007,p2975,4
c2007,p2058,5
c2007,p9,6
c2007,p46,7
c2007,p66,8
c2007,p604,9
c2007,p134,10
c2007,p21,11
c2007,p77,12
c2007,p240,13
c2007,p3155,14
c2007,p270,15
c2007,p580,16
c2007,p271,17
c2007,p344,18
c2007,p150,19
c2007,p3428,20
c2008,p428,1
c2008,p0,2
c2008,p1219,3
c2008,p124,4
c2008,p177,5
c2008,p2058,6
c2008,p46,7
c2008,p66,8
c2008,p604,9
c2008,p134,10
c2008,p21,11
c2008,p77,12
c2008,p240,13
c2008,p270,14
c2008,p78,15
c2008,p580,16
c2008,p2313,17
c2008,p242,18
c2008,p271,19
c2008,p344,20
c2009,p428,1
c2009,p0,2
c2009,p1219,3
c2009,p177,4
c2009,p2058,5
c2009,p66,6
c2009,p604,7
c2009,p134,8
c2009,p21,9
c2009,p77,10
c2009,p240,11
c2009,p3155,12
c2009,p270,13
c2009,p78,14
c2009,p580,15
c2009,p2313,16
c2009,p242,17
c2009,p271,18
c2009,p344,19
c2009,p3428,20
c201,p428,1
c201,p0,2
c201,p1219,3
c201,p124,4
c201,p177,5
c201,p2975,6
c201,p2058,7
c201,p9,8
c201,p46,9
c201,p604,10
c201,p134,11
c201,p21,12
c201,p77,13
c201,p3155,14
c201,p580,15
c201,p2313,16
c201,p271,17
c201,p344,18
c201,p150,19
c201,p3428,20
c2010,p428,1
c2010,p0,2
c2010,p1219,3
c2010,p124,4
c2010,p177,5
c2010,p2975,6
c2010,p2058,7
c2010,p9,8
c2010,p46,9
c2010,p66,10
c2010,p604,11
c2010,p134,12
c2010,p21,13
c2010,p77,14
c2010,p240,15
c2010,p270,16
c2010,p78,17
c2010,p580,18
c2010,p2313,19
c2010,p242,20
c2012,p428,1
c2012,p0,2
c2012,p1219,3
c2012,p124,4
c2012,p177,5
c2012,p2975,6
c2012,p2058,7
c2012,p9,8
c2012,p46,9
c2012,p66,10
c2012,p604,11
c2012,p134,12
c2012,p21,13
c2012,p77,14
c2012,p240,15
c2012,p3155,16
c2012,p270,17
c2012,p78,18
c2012,p580,19
c2012,p2313,20
c2013,p428,1
c2013,p1219,2
c2013,p124,3
c2013,p2975,4
c2013,p2058,5
c2013,p9,6
c2013,p46,7
c2013,p604,8
c2013,p134,9
c2013,p77,10
c2013,p3155,11
c2013,p580,12
c2013,p2313,13
c2013,p242,14
c2013,p271,15
c2013,p344,16
c2013,p150,17
c2013,p3428,18
c2013,p3019,19
c2013,p2640,20
c2014,p428,1
c2014,p0,2
c2014,p1219,3
c2014,p124,4
c2014,p177,5
c2014,p2975,6
c2014,p2058,7
c2014,p9,8
c2014,p66,9
c2014,p604,10
c2014,p134,11
c2014,p21,12
c2014,p77,13
c2014,p240,14
c2014,p3155,15
c2014,p270,16
c2014,p78,17
c2014,p580,18
c2014,p2313,19
c2014,p242,20
c2015,p428,1
c2015,p0,2
c2015,p1219,3
c2015,p124,4
c2015,p177,5
c2015,p2975,6
c2015,p2058,7
c2015,p9,8
c2015,p46,9
c2015,p66,10
c2015,p604,11
c2015,p134,12
c2015,p21,13
c2015,p77,14
c2015,p240,15
c2015,p3155,16
c2015,p270,17
c2015,p78,18
c2015,p580,19
c2015,p2313,20
c2016,p428,1
c2016,p0,2
c2016,p1219,3
c2016,p124,4
c2016,p177,5
c2016,p2975,6
c2016,p2058,7
c2016,p9,8
c2016,p46,9
c2016,p66,10
c2016,p604,11
c2016,p134,12
c2016,p21,13
c2016,p77,14
c2016,p240,15
c2016,p3155,16
c2016,p270,17
c2016,p78,18
c2016,p580,19
c2016,p2313,20
c2017,p428,1
c2017,p0,2
c2017,p1219,3
c2017,p124,4
c2017,p177,5
c2017,p2975,6
c2017,p2058,7
c2017,p9,8
c2017,p46,9
c2017,p66,10
c2017,p604,11
c2017,p134,12
c2017,p21,13
c2017,p77,14
c2017,p240,15
c2017,p3155,16
c2017,p270,17
c2017,p78,18
c2017,p580,19
c2017,p2313,20
c2019,p428,1
c2019,p0,2
c2019,p1219,3
c2019,p124,4
c2019,p177,5
c2019,p2975,6
c2019,p2058,7
c2019,p9,8
c2019,p46,9
c2019,p604,10
c2019,p134,11
c2019,p21,12
c2019,p77,13
c2019,p3155,14
c2019,p78,15
c2019,p580,16
c2019,p2313,17
c2019,p271,18
c2019,p344,19
c2019,p150,20
c202,p1219,1
c202,p124,2
c202,p177,3
c202,p2975,4
c202,p9,5
c202,p46,6
c202,p66,7
c202,p21,8
c202,p77,9
c202,p240,10
c202,p3155,11
c202,p270,12
c202,p78,13
c202,p580,14
c202,p2313,15
c202,p242,16
c202,p271,17
c202,p150,18
c202,p3428,19
c202,p3019,20
c2021,p428,1
c2021,p0,2
c2021,p1219,3
c2021,p124,4
c2021,p177,5
c2021,p2975,6
c2021,p2058,7
c2021,p9,8
c2021,p66,9
c2021,p604,10
c2021,p134,11
c2021,p21,12
c2021,p77,13
c2021,p240,14
c2021,p3155,15
c2021,p270,16
c2021,p580,17
c2021,p2313,18
c2021,p242,19
c2021,p271,20
c2022,p428,1
c2022,p0,2
c2022,p1219,3
c2022,p124,4
c2022,p177,5
c2022,p2975,6
c2022,p2058,7
c2022,p9,8
c2022,p46,9
c2022,p66,10
c2022,p604,11
c2022,p134,12
c2022,p21,13
c2022,p77,14
c2022,p240,15
c2022,p3155,16
c2022,p270,17
c2022,p78,18
c2022,p580,19
c2022,p2313,20
c2023,p428,1
c2023,p0,2
c2023,p1219,3
c2023,p124,4
c2023,p177,5
c2023,p9,6
c2023,p46,7
c2023,p66,8
c2023,p604,9
c2023,p134,10
c2023,p21,11
c2023,p77,12
c2023,p240,13
c2023,p3155,14
c2023,p270,15
c2023,p78,16
c2023,p580,17
c2023,p2313,18
c2023,p242,19
c2023,p271,20
c2024,p0,1
c2024,p1219,2
c2024,p124,3
c2024,p177,4
c2024,p2975,5
c2024,p2058,6
c2024,p9,7
c2024,p46,8
c2024,p66,9
c2024,p604,10
c2024,p134,11
c2024,p21,12
c2024,p77,13
c2024,p240,14
c2024,p3155,15
c2024,p270,16
c2024,p78,17
c2024,p580,18
c2024,p2313,19
c2024,p242,20
c2025,p428,1
c2025,p0,2
c2025,p1219,3
c2025,p124,4
c2025,p177,5
c2025,p2975,6
c2025,p2058,7
c2025,p46,8
c2025,p66,9
c2025,p604,10
c2025,p134,11
c2025,p21,12
c2025,p77,13
c2025,p240,14
c2025,p3155,15
c2025,p270,16
c2025,p78,17
c2025,p580,18
c2025,p2313,19
c2025,p242,20
c2026,p0,1
c2026,p1219,2
c2026,p124,3
c2026,p177,4
c2026,p2975,5
c2026,p2058,6
c2026,p46,7
c2026,p66,8
c2026,p604,9
c2026,p134,10
c2026,p21,11
c2026,p77,12
c2026,p240,13
c2026,p3155,14
c2026,p270,15
c2026,p78,16
c2026,p580,17
c2026,p2313,18
c2026,p242,19
c2026,p271,20
c2027,p428,1
c2027,p0,2
c2027,p1219,3
c2027,p177,4
c2027,p2975,5
c2027,p2058,6
c2027,p9,7
c2027,p46,8
c2027,p604,9
c2027,p134,10
c2027,p21,11
c2027,p77,12
c2027,p240,13
c2027,p3155,14
c2027,p580,15
c2027,p2313,16
c2027,p242,17
c2027,p344,18
c2027,p150,19
c2027,p3428,20
c2028,p428,1
c2028,p0,2
c2028,p1219,3
c2028,p124,4
c2028,p177,5
c2028,p2975,6
c2028,p2058,7
c2028,p9,8
c2028,p46,9
c2028,p66,10
c2028,p604,11
c2028,p134,12
c2028,p21,13
c2028,p77,14
c2028,p240,15
c2028,p3155,16
c2028,p270,17
c2028,p78,18
c2028,p580,19
c2028,p2313,20
c2029,p428,1
c2029,p124,2
c2029,p177,3
c2029,p2975,4
c2029,p2058,5
c2029,p9,6
c2029,p46,7
c2029,p66,8
c2029,p604,9
c2029,p134,10
c2029,p21,11
c2029,p77,12
c2029,p240,13
c2029,p3155,14
c2029,p580,15
c2029,p2313,16
c2029,p271,17
c2029,p344,18
c2029,p150,19
c2029,p3428,20
c203,p0,1
c203,p177,2
c203,p9,3
c203,p46,4
c203,p66,5
c203,p604,6
c203,p134,7
c203,p21,8
c203,p240,9
c203,p78,10
c203,p580,11
c203,p2313,12
c203,p271,13
c203,p344,14
c203,p150,15
c203,p3428,16
c203,p3019,17
c203,p2640,18
c203,p349,19
c203,p54,20
c2030,p0,1
c2030,p1219,2
c2030,p124,3
c2030,p177,4
c2030,p2058,5
c2030,p46,6
c2030,p66,7
c2030,p21,8
c2030,p77,9
c2030,p240,10
c2030,p3155,11
c2030,p270,12
c2030,p580,13
c2030,p2313,14
c2030,p242,15
c2030,p271,16
c2030,p150,17
c2030,p3428,18
c2030,p3019,19
c2030,p2640,20
c2031,p428,1
c2031,p0,2
c2031,p124,3
c2031,p2058,4
c2031,p9,5
c2031,p46,6
c2031,p66,7
c2031,p604,8
c2031,p134,9
c2031,p240,10
c2031,p3155,11
c2031,p270,12
c2031,p78,13
c2031,p2313,14
c2031,p242,15
c2031,p271,16
c2031,p344,17
c2031,p150,18
c2031,p3428,19
c2031,p3019,20
c2032,p428,1
c2032,p1219,2
c2032,p124,3
c2032,p177,4
c2032,p2975,5
c2032,p2058,6
c2032,p9,7
c2032,p46,8
c2032,p66,9
c2032,p604,10
c2032,p134,11
c2032,p21,12
c2032,p77,13
c2032,p240,14
c2032,p3155,15
c2032,p270,16
c2032,p78,17
c2032,p580,18
c2032,p2313,19
c2032,p242,20
c2034,p428,1
c2034,p0,2
c2034,p124,3
c2034,p177,4
c2034,p2975,5
c2034,p2058,6
c2034,p46,7
c2034,p604,8
c2034,p134,9
c2034,p21,10
c2034,p77,11
c2034,p3155,12
c2034,p78,13
c2034,p580,14
c2034,p2313,15
c2034,p242,16
c2034,p344,17
c2034,p150,18
c2034,p3428,19
c2034,p2640,20
c2035,p428,1
c2035,p1219,2
c2035,p124,3
c2035,p177,4
c2035,p2975,5
c2035,p2058,6
c2035,p9,7
c2035,p46,8
c2035,p604,9
c2035,p21,10
c2035,p77,11
c2035,p240,12
c2035,p3155,13
c2035,p78,14
c2035,p580,15
c2035,p2313,16
c2035,p271,17
c2035,p150,18
c2035,p3019,19
c2035,p2640,20
c2036,p428,1
c2036,p0,2
c2036,p1219,3
c2036,p124,4
c2036,p177,5
c2036,p2975,6
c2036,p2058,7
c2036,p9,8
c2036,p46,9
c2036,p66,10
c2036,p134,11
c2036,p21,12
c2036,p77,13
c2036,p240,14
c2036,p3155,15
c2036,p270,16
c2036,p78,17
c2036,p580,18
c2036,p2313,19
c2036,p242,20
c2037,p1219,1
c2037,p177,2
c2037,p2975,3
c2037,p2058,4
c2037,p46,5
c2037,p66,6
c2037,p604,7
c2037,p134,8
c2037,p21,9
c2037,p77,10
c2037,p240,11
c2037,p3155,12
c2037,p270,13
c2037,p78,14
c2037,p580,15
c2037,p2313,16
c2037,p242,17
c2037,p271,18
c2037,p344,19
c2037,p150,20
c2038,p428,1
c2038,p0,2
c2038,p1219,3
c2038,p124,4
c2038,p2058,5
c2038,p9,6
c2038,p46,7
c2038,p66,8
c2038,p604,9
c2038,p134,10
c2038,p77,11
c2038,p240,12
c2038,p3155,13
c2038,p270,14
c2038,p580,15
c2038,p2313,16
c2038,p242,17
c2038,p271,18
c2038,p344,19
c2038,p150,20
c2039,p428,1
c2039,p0,2
c2039,p124,3
c2039,p177,4
c2039,p2058,5
c2039,p9,6
c2039,p46,7
c2039,p604,8
c2039,p134,9
c2039,p21,10
c2039,p77,11
c2039,p240,12
c2039,p3155,13
c2039,p270,14
c2039,p78,15
c2039,p580,16
c2039,p2313,17
c2039,p271,18
c2039,p150,19
c2039,p3428,20
c204,p428,1
c204,p1219,2
c204,p124,3
c204,p177,4
c204,p2058,5
c204,p9,6
c204,p46,7
c204,p66,8
c204,p604,9
c204,p134,10
c204,p21,11
c204,p77,12
c204,p240,13
c204,p3155,14
c204,p270,15
c204,p78,16
c204,p580,17
c204,p2313,18
c204,p242,19
c204,p271,20
c2041,p1219,1
c2041,p124,2
c2041,p177,3
c2041,p2975,4
c2041,p2058,5
c2041,p9,6
c2041,p46,7
c2041,p66,8
c2041,p604,9
c2041,p134,10
c2041,p21,11
c2041,p77,12
c2041,p240,13
c2041,p3155,14
c2041,p270,15
c2041,p78,16
c2041,p580,17
c2041,p2313,18
c2041,p242,19
c2041,p271,20
c2042,p428,1
c2042,p0,2
c2042,p1219,3
c2042,p124,4
c2042,p177,5
c2042,p2975,6
c2042,p2058,7
c2042,p9,8
c2042,p46,9
c2042,p66,10
c2042,p604,11
c2042,p134,12
c2042,p21,13
c2042,p77,14
c2042,p240,15
c2042,p3155,16
c2042,p78,17
c2042,p580,18
c2042,p2313,19
c2042,p344,20
c2044,p428,1
c2044,p0,2
c2044,p1219,3
c2044,p124,4
c2044,p177,5
c2044,p2975,6
c2044,p2058,7
c2044,p9,8
c2044,p46,9
c2044,p604,10
c2044,p134,11
c2044,p21,12
c2044,p77,13
c2044,p240,14
c2044,p3155,15
c2044,p78,16
c2044,p580,17
c2044,p242,18
c2044,p271,19
c2044,p344,20
c2045,p428,1
c2045,p0,2
c2045,p1219,3
c2045,p124,4
c2045,p2975,5
c2045,p2058,6
c2045,p46,7
c2045,p66,8
c2045,p604,9
c2045,p134,10
c2045,p21,11
c2045,p240,12
c2045,p270,13
c2045,p78,14
c2045,p580,15
c2045,p2313,16
c2045,p242,17
c2045,p271,18
c2045,p344,19
c2045,p150,20
c2046,p428,1
c2046,p0,2
c2046,p1219,3
c2046,p2975,4
c2046,p2058,5
c2046,p9,6
c2046,p46,7
c2046,p604,8
c2046,p134,9
c2046,p21,10
c2046,p77,11
c2046,p3155,12
c2046,p78,13
c2046,p580,14
c2046,p2313,15
c2046,p271,16
c2046,p344,17
c2046,p150,18
c2046,p3428,19
c2046,p3019,20
c2047,p428,1
c2047,p0,2
c2047,p1219,3
c2047,p177,4
c2047,p2975,5
c2047,p2058,6
c2047,p9,7
c2047,p46,8
c2047,p66,9
c2047,p604,10
c2047,p134,11
c2047,p21,12
c2047,p77,13
c2047,p240,14
c2047,p3155,15
c2047,p270,16
c2047,p78,17
c2047,p580,18
c2047,p2313,19
c2047,p242,20
c2048,p428,1
c2048,p0,2
c2048,p1219,3
c2048,p124,4
c2048,p177,5
c2048,p2975,6
c2048,p2058,7
c2048,p9,8
c2048,p46,9
c2048,p66,10
c2048,p604,11
c2048,p134,12
c2048,p21,13
c2048,p77,14
c2048,p240,15
c2048,p3155,16
c2048,p270,17
c2048,p580,18
c2048,p242,19
c2048,p271,20
c2049,p428,1
c2049,p0,2
c2049,p177,3
c2049,p2975,4
c2049,p2058,5
c2049,p9,6
c2049,p46,7
c2049,p66,8
c2049,p604,9
c2049,p134,10
c2049,p21,11
c2049,p77,12
c2049,p240,13
c2049,p3155,14
c2049,p270,15
c2049,p580,16
c2049,p2313,17
c2049,p242,18
c2049,p344,19
c2049,p150,20
c205,p428,1
c205,p177,2
c205,p604,3
c205,p134,4
c205,p21,5
c205,p77,6
c205,p240,7
c205,p3155,8
c205,p580,9
c205,p2313,10
c205,p242,11
c205,p271,12
c205,p150,13
c205,p349,14
c205,p2668,15
c205,p2057,16
c205,p71,17
c205,p131,18
c205,p572,19
c205,p195,20
c2050,p0,1
c2050,p1219,2
c2050,p124,3
c2050,p177,4
c2050,p2975,5
c2050,p2058,6
c2050,p9,7
c2050,p46,8
c2050,p66,9
c2050,p604,10
c2050,p134,11
c2050,p21,12
c2050,p77,13
c2050,p240,14
c2050,p3155,15
c2050,p270,16
c2050,p78,17
c2050,p580,18
c2050,p242,19
c2050,p344,20
c2054,p428,1
c2054,p0,2
c2054,p1219,3
c2054,p124,4
c2054,p177,5
c2054,p2975,6
c2054,p2058,7
c2054,p9,8
c2054,p46,9
c2054,p66,10
c2054,p604,11
c2054,p134,12
c2054,p21,13
c2054,p77,14
c2054,p240,15
c2054,p3155,16
c2054,p270,17
c2054,p580,18
c2054,p242,19
c2054,p271,20
c2056,p428,1
c2056,p0,2
c2056,p1219,3
c2056,p124,4
c2056,p177,5
c2056,p2975,6
c2056,p2058,7
c2056,p9,8
c2056,p46,9
c2056,p66,10
c2056,p604,11
c2056,p134,12
c2056,p21,13
c2056,p77,14
c2056,p240,15
c2056,p3155,16
c2056,p270,17
c2056,p78,18
c2056,p580,19
c2056,p2313,20
c2058,p428,1
c2058,p0,2
c2058,p1219,3
c2058,p124,4
c2058,p177,5
c2058,p2975,6
c2058,p2058,7
c2058,p9,8
c2058,p46,9
c2058,p66,10
c2058,p604,11
c2058,p134,12
c2058,p21,13
c2058,p77,14
c2058,p240,15
c2058,p3155,16
c2058,p270,17
c2058,p78,18
c2058,p580,19
c2058,p2313,20
c2059,p428,1
c2059,p0,2
c2059,p1219,3
c2059,p124,4
c2059,p177,5
c2059,p2975,6
c2059,p2058,7
c2059,p9,8
c2059,p46,9
c2059,p66,10
c2059,p604,11
c2059,p134,12
c2059,p21,13
c2059,p77,14
c2059,p240,15
c2059,p3155,16
c2059,p270,17
c2059,p78,18
c2059,p580,19
c2059,p2313,20
c206,p428,1
c206,p1219,2
c206,p124,3
c206,p2975,4
c206,p46,5
c206,p66,6
c206,p604,7
c206,p134,8
c206,p21,9
c206,p77,10
c206,p240,11
c206,p3155,12
c206,p270,13
c206,p78,14
c206,p580,15
c206,p2313,16
c206,p242,17
c206,p271,18
c206,p344,19
c206,p3428,20
c2061,p0,1
c2061,p1219,2
c2061,p124,3
c2061,p177,4
c2061,p2058,5
c2061,p46,6
c2061,p66,7
c2061,p21,8
c2061,p240,9
c2061,p270,10
c2061,p78,11
c2061,p2313,12
c2061,p242,13
c2061,p271,14
c2061,p3428,15
c2061,p3019,16
c2061,p349,17
c2061,p54,18
c2061,p2868,19
c2061,p2668,20
c2062,p428,1
c2062,p1219,2
c2062,p124,3
c2062,p177,4
c2062,p2975,5
c2062,p2058,6
c2062,p9,7
c2062,p46,8
c2062,p66,9
c2062,p604,10
c2062,p134,11
c2062,p21,12
c2062,p77,13
c2062,p240,14
c2062,p3155,15
c2062,p270,16
c2062,p78,17
c2062,p580,18
c2062,p242,19
c2062,p271,20
c2065,p428,1
c2065,p0,2
c2065,p1219,3
c2065,p124,4
c2065,p177,5
c2065,p2975,6
c2065,p2058,7
c2065,p9,8
c2065,p46,9
c2065,p66,10
c2065,p134,11
c2065,p21,12
c2065,p240,13
c2065,p3155,14
c2065,p270,15
c2065,p78,16
c2065,p2313,17
c2065,p242,18
c2065,p271,19
c2065,p344,20
c2067,p428,1
c2067,p0,2
c2067,p1219,3
c2067,p124,4
c2067,p177,5
c2067,p2975,6
c2067,p2058,7
c2067,p9,8
c2067,p46,9
c2067,p66,10
c2067,p604,11
c2067,p134,12
c2067,p21,13
c2067,p77,14
c2067,p240,15
c2067,p3155,16
c2067,p270,17
c2067,p78,18
c2067,p580,19
c2067,p2313,20
c2068,p428,1
c2068,p0,2
c2068,p1219,3
c2068,p2975,4
c2068,p2058,5
c2068,p9,6
c2068,p46,7
c2068,p604,8
c2068,p134,9
c2068,p21,10
c2068,p77,11
c2068,p240,12
c2068,p3155,13
c2068,p270,14
c2068,p78,15
c2068,p580,16
c2068,p2313,17
c2068,p242,18
c2068,p271,19
c2068,p344,20
c2069,p428,1
c2069,p0,2
c2069,p1219,3
c2069,p124,4
c2069,p177,5
c2069,p2975,6
c2069,p2058,7
c2069,p9,8
c2069,p46,9
c2069,p66,10
c2069,p604,11
c2069,p134,12
c2069,p21,13
c2069,p77,14
c2069,p3155,15
c2069,p270,16
c2069,p78,17
c2069,p580,18
c2069,p2313,19
c2069,p344,20
c207,p428,1
c207,p0,2
c207,p1219,3
c207,p177,4
c207,p2975,5
c207,p9,6
c207,p46,7
c207,p66,8
c207,p134,9
c207,p21,10
c207,p77,11
c207,p3155,12
c207,p270,13
c207,p580,14
c207,p2313,15
c207,p242,16
c207,p271,17
c207,p344,18
c207,p150,19
c207,p3428,20
c2070,p428,1
c2070,p0,2
c2070,p1219,3
c2070,p124,4
c2070,p177,5
c2070,p2975,6
c2070,p2058,7
c2070,p9,8
c2070,p46,9
c2070,p66,10
c2070,p604,11
c2070,p134,12
c2070,p21,13
c2070,p77,14
c2070,p240,15
c2070,p3155,16
c2070,p270,17
c2070,p78,18
c2070,p580,19
c2070,p2313,20
c2071,p428,1
c2071,p0,2
c2071,p1219,3
c2071,p124,4
c2071,p177,5
c2071,p2975,6
c2071,p2058,7
c2071,p9,8
c2071,p46,9
c2071,p66,10
c2071,p604,11
c2071,p134,12
c2071,p21,13
c2071,p77,14
c2071,p240,15
c2071,p3155,16
c2071,p270,17
c2071,p580,18
c2071,p242,19
c2071,p271,20
c2072,p428,1
c2072,p0,2
c2072,p1219,3
c2072,p124,4
c2072,p2975,5
c2072,p9,6
c2072,p66,7
c2072,p604,8
c2072,p134,9
c2072,p21,10
c2072,p77,11
c2072,p240,12
c2072,p3155,13
c2072,p270,14
c2072,p78,15
c2072,p580,16
c2072,p2313,17
c2072,p242,18
c2072,p271,19
c2072,p344,20
c2073,p428,1
c2073,p0,2
c2073,p1219,3
c2073,p124,4
c2073,p177,5
c2073,p2975,6
c2073,p2058,7
c2073,p9,8
c2073,p46,9
c2073,p66,10
c2073,p21,11
c2073,p77,12
c2073,p240,13
c2073,p3155,14
c2073,p270,15
c2073,p78,16
c2073,p580,17
c2073,p2313,18
c2073,p242,19
c2073,p271,20
c2074,p428,1
c2074,p0,2
c2074,p1219,3
c2074,p124,4
c2074,p177,5
c2074,p2975,6
c2074,p2058,7
c2074,p9,8
c2074,p46,9
c2074,p66,10
c2074,p604,11
c2074,p134,12
c2074,p21,13
c2074,p77,14
c2074,p240,15
c2074,p3155,16
c2074,p270,17
c2074,p78,18
c2074,p580,19
c2074,p2313,20
c2075,p428,1
c2075,p0,2
c2075,p124,3
c2075,p177,4
c2075,p2058,5
c2075,p9,6
c2075,p46,7
c2075,p66,8
c2075,p604,9
c2075,p134,10
c2075,p21,11
c2075,p77,12
c2075,p240,13
c2075,p3155,14
c2075,p270,15
c2075,p78,16
c2075,p580,17
c2075,p2313,18
c2075,p242,19
c2075,p271,20
c2076,p428,1
c2076,p0,2
c2076,p124,3
c2076,p177,4
c2076,p2975,5
c2076,p2058,6
c2076,p9,7
c2076,p46,8
c2076,p66,9
c2076,p604,10
c2076,p134,11
c2076,p21,12
c2076,p77,13
c2076,p240,14
c2076,p3155,15
c2076,p270,16
c2076,p78,17
c2076,p580,18
c2076,p2313,19
c2076,p242,20
c2077,p428,1
c2077,p0,2
c2077,p1219,3
c2077,p124,4
c2077,p177,5
c2077,p2975,6
c2077,p2058,7
c2077,p9,8
c2077,p66,9
c2077,p604,10
c2077,p134,11
c2077,p21,12
c2077,p77,13
c2077,p240,14
c2077,p3155,15
c2077,p270,16
c2077,p78,17
c2077,p580,18
c2077,p2313,19
c2077,p242,20
c2078,p428,1
c2078,p0,2
c2078,p1219,3
c2078,p124,4
c2078,p177,5
c2078,p2058,6
c2078,p46,7
c2078,p66,8
c2078,p604,9
c2078,p134,10
c2078,p21,11
c2078,p77,12
c2078,p240,13
c2078,p3155,14
c2078,p270,15
c2078,p78,16
c2078,p580,17
c2078,p2313,18
c2078,p242,19
c2078,p271,20
c208,p428,1
c208,p0,2
c208,p177,3
c208,p2058,4
c208,p9,5
c208,p46,6
c208,p66,7
c208,p604,8
c208,p134,9
c208,p21,10
c208,p240,11
c208,p3155,12
c208,p270,13
c208,p78,14
c208,p2313,15
c208,p242,16
c208,p271,17
c208,p344,18
c208,p150,19
c208,p3428,20
c2080,p428,1
c2080,p0,2
c2080,p1219,3
c2080,p124,4
c2080,p177,5
c2080,p2058,6
c2080,p46,7
c2080,p66,8
c2080,p604,9
